followerRatio,profileCompleteness,engagementRate,bioLength,usernameAnomalyScore,postFrequency,hasPicture
0.016633810535945752,0.5656920100332755,-0.25913076815169944,-0.2892867687019624,2.4999854698851713,-0.402084630681283,0.29281549365960857
-0.17471327446880616,1.0664755903438876,-0.17050869121007256,0.3417788395275079,-0.4130446846298253,-0.25414034493514964,0.29281549365960857
1.1310705920507071,1.0664755903438876,-0.21607927438599392,3.1364979616865907,0.9394336013949945,0.457841530218117,0.29281549365960857
-1.0163153501076856,0.5656920100332755,-0.29489991968838025,0.01122066378826156,1.6908104269643387,-0.5222893628500163,0.29281549365960857
0.20813904179618994,0.5656920100332755,-0.09611725786977739,-0.10898230920782802,-0.4130446846298253,-0.3096194520899496,0.29281549365960857
0.03315380432700546,-0.6862669407432549,-0.28915130604855654,-0.6799464309392536,-0.4130446846298253,-0.4113311485404163,0.29281549365960857
0.13497319410423836,-0.6862669407432549,0.5851073988405605,-0.6799464309392536,-0.4130446846298253,0.2544181373171837,0.29281549365960857
-0.023460628948040727,1.0664755903438876,-0.0733821917506907,0.6723370152667543,-0.4130446846298253,-0.15242864848468296,0.29281549365960857
-1.0417555115551287,0.5656920100332755,-0.33066907122506095,-0.25923602545294,0.5336901155875486,-0.5315358807091496,0.29281549365960857
0.10068204399675532,-0.6862669407432549,0.7291576409728868,-0.6799464309392536,-0.4130446846298253,1.68762840548285,0.29281549365960857
3.449506756966666,1.0664755903438876,-0.30866179997607773,0.37182958277653033,-0.4130446846298253,-0.39283811282214964,0.29281549365960857
2.247268729470541,-0.6862669407432549,0.6386476307231576,-0.6799464309392536,-0.4130446846298253,0.7814696552877837,0.29281549365960857
-0.48290842760477937,1.0664755903438876,0.4833084156673534,1.5137578262393814,-0.4130446846298253,0.12496688728931704,0.29281549365960857
0.08747614453035117,1.0664755903438876,-0.2760596795660064,2.8960920156944114,-0.4130446846298253,-0.45756373783608295,0.29281549365960857
-0.0625871063993385,1.0664755903438876,-0.22729002054101258,0.8526414747608886,-0.4130446846298253,-0.4390707021178163,0.29281549365960857
-0.5808687490902266,1.0664755903438876,-0.3154481556775372,2.1147726912198292,-0.4130446846298253,-0.5130428449908829,0.29281549365960857
0.11126123279961182,0.5656920100332755,-0.2338579773223638,0.10137289353532875,-0.4130446846298253,-0.35585204138561627,0.29281549365960857
-0.03471182301278636,1.0664755903438876,-0.06497803431180045,2.4152801237100534,-0.4130446846298253,0.08798081585278371,0.29281549365960857
0.2503053453156556,0.5656920100332755,-0.30004479764913566,-0.5597434579431639,-0.4130446846298253,-0.39283811282214964,0.29281549365960857
0.8784820044289189,1.0664755903438876,-0.29560127560086413,3.4971068806748593,-0.4130446846298253,-0.42057766639954963,0.29281549365960857
-0.027324663269433697,0.5656920100332755,-0.2642248268844775,0.01122066378826156,-0.4130446846298253,-0.42057766639954963,0.29281549365960857
-0.9650283733804739,1.0664755903438876,-0.05552175171213215,3.37690390767877,-0.4130446846298253,-0.5130428449908829,0.29281549365960857
0.3027188852219225,1.0664755903438876,-0.2577852201315109,0.8526414747608886,-0.4130446846298253,-0.4113311485404163,0.29281549365960857
0.2562119092327792,1.0664755903438876,4.140474870860032,1.1230981640020903,0.2631944583825846,-0.48530329141348294,0.29281549365960857
0.45381291956168446,0.5656920100332755,-0.147890095067378,-0.018830079460760835,-0.4130446846298253,0.1989390301623837,0.29281549365960857
-0.03146424735345897,0.5656920100332755,-0.3246269848168379,0.13142363678435115,0.2631944583825846,-0.5222893628500163,0.29281549365960857
-0.1528750988754719,-0.6862669407432549,-0.3205647911299534,-0.6799464309392536,-0.4130446846298253,-0.5222893628500163,0.29281549365960857
-0.038523050946134334,-0.6862669407432549,-0.1928368143637912,-0.6799464309392536,-0.4130446846298253,-0.15242864848468296,0.29281549365960857
0.6202003864227057,-0.6862669407432549,-0.24907277582015608,-0.6799464309392536,-0.4130446846298253,-0.0784565056116163,0.29281549365960857
0.6681612669639538,0.5656920100332755,-0.1531885483331336,0.22157586653141834,-0.4130446846298253,-0.05071695203421629,0.29281549365960857
-1.0316825936554441,-0.6862669407432549,-0.33066907122506095,-0.6799464309392536,-0.4130446846298253,-0.5315358807091496,0.29281549365960857
-0.004456496184254016,1.0664755903438876,-0.10884487564874627,0.2816773530294631,-0.4130446846298253,-0.08770302347074962,0.29281549365960857
